grid_id,date,latitude,longitude,x_utm,y_utm,rainfall_daily_mm,rainfall_cum_2d_mm,rainfall_cum_3d_mm,rainfall_cum_7d_mm,rainfall_delta_mm,elevation_m,slope_deg,low_lying_score,built_up_ratio,water_ratio,vegetation_ratio,worldcover_class,soil_clay_0_5cm,dist_to_swd_m,dist_to_macro_drain_m,dist_to_micro_drain_m,dist_to_river_stream_m,dist_to_buckingham_canal_m,dist_to_krishna_water_canal_m,drainage_density_m_per_km2,building_count,building_area_m2,dist_to_hospital_m,hospital_count_1km,dist_to_fire_station_m,dist_to_police_m,flood_occurred
CHN_G1789,2015-11-15,13.040518,80.209144,414250.0,1441750.0,14.03,18.93,157.45,421.22,9.13,14.61,0.94,0.605,0.783,0.0,0.217,50,44.0,36.0,2170.2,492.7,1485.1,4926.4,39397.7,17957.0,0,0.0,169.5,26,2402.1,416.2,1
CHN_G1694,2015-11-15,13.031316,80.158453,408750.0,1440750.0,13.62,21.34,147.55,413.63,5.91,20.16,1.52,0.422,0.936,0.0,0.063,50,107.0,13.3,1928.4,929.3,2231.8,9875.8,35974.5,15869.4,0,0.0,605.5,4,4370.5,373.6,1
CHN_G0244,2015-10-01,12.873365,80.251144,418750.0,1423250.0,2.33,2.4,3.17,30.98,2.25,0.76,3.63,0.689,0.358,0.472,0.09,80,42.0,950.2,5418.2,4465.8,2912.2,1054.5,55610.4,0.0,0,0.0,3029.7,0,11726.0,3877.1,0
CHN_G0126,2015-10-01,12.859905,80.288047,422750.0,1421750.0,2.47,2.54,3.26,30.88,2.39,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,4954.0,8521.4,8708.3,6225.3,5248.3,59395.9,0.0,0,0.0,7115.1,0,14499.6,7902.2,0
CHN_G0151,2015-10-01,12.864201,80.2097,414250.0,1422250.0,2.27,2.34,3.12,31.03,2.19,3.08,0.12,0.68,0.038,0.0,0.953,40,319.0,896.2,6764.3,1267.7,234.5,2953.7,53439.2,0.0,0,0.0,1639.8,0,12056.3,4378.1,0
CHN_G0023,2015-10-01,12.85061,80.200528,413250.0,1420750.0,2.31,2.38,3.15,31.0,2.23,11.31,0.31,0.452,0.168,0.104,0.725,10,268.0,2599.2,8543.4,2451.8,1460.5,3731.7,53859.5,0.0,46,8408.8,3315.4,0,12593.0,5556.2,0
CHN_G1368,2015-11-15,12.995295,80.204677,413750.0,1436750.0,14.15,19.32,148.47,414.33,8.98,16.86,0.97,0.451,0.947,0.0,0.045,50,17.0,48.1,4267.5,736.3,1719.2,4781.5,42341.1,17905.5,417,72442.5,240.6,12,3218.6,639.1,1
CHN_G1879,2015-11-15,13.049643,80.236783,417250.0,1442750.0,13.28,20.59,167.52,432.74,5.97,14.8,1.99,0.534,0.892,0.0,0.108,50,20.0,28.4,2153.0,756.0,1839.1,3408.0,41199.3,12951.2,18,4383.0,420.9,24,1359.4,1279.8,1
CHN_G1607,2015-11-15,13.022229,80.144652,407250.0,1439750.0,13.55,21.74,146.13,412.7,5.36,17.23,1.56,0.595,0.812,0.0,0.185,50,230.0,70.3,609.9,550.7,583.3,11268.4,35667.2,2731.9,0,0.0,354.5,2,4022.5,2145.1,1
CHN_G1280,2015-11-15,12.986196,80.186266,411750.0,1435750.0,13.41,22.49,143.04,411.07,4.32,14.72,1.69,0.64,0.843,0.013,0.128,50,206.0,33.2,2309.2,1055.4,1990.8,6956.8,41661.8,17450.6,0,0.0,54.0,16,1602.0,817.7,1
CHN_G1629,2015-11-15,13.022544,80.246088,418250.0,1439750.0,14.88,16.25,153.48,416.42,13.51,6.76,5.71,0.811,0.39,0.26,0.343,50,37.0,119.8,5302.8,760.3,100.8,498.3,43779.9,2208.4,23,4293.7,747.5,4,2173.7,886.0,1
CHN_G0118,2015-10-01,12.859802,80.251185,418750.0,1421750.0,2.37,2.44,3.19,30.96,2.29,0.0,0.0,0.731,0.061,0.819,0.082,80,249.0,1349.5,6868.2,4958.8,2324.1,1536.0,56753.8,0.0,26,3154.3,3242.0,0,13194.9,5103.1,0
CHN_G0218,2015-10-01,12.872995,80.131336,405750.0,1423250.0,2.26,2.33,3.12,31.04,2.18,22.35,4.36,0.48,0.278,0.0,0.721,40,311.0,8013.5,7065.3,7654.2,57.9,11438.6,47153.3,0.0,0,0.0,1505.3,0,7816.6,5540.6,0
CHN_G1245,2015-11-15,12.981774,80.218551,415250.0,1435250.0,14.48,17.95,150.35,415.15,11.02,9.6,1.18,0.577,0.952,0.0,0.046,50,44.0,44.5,5838.1,870.8,90.5,3685.6,44462.2,3321.9,693,70785.8,183.2,16,1125.5,273.2,1
CHN_G1875,2015-11-15,13.049588,80.218338,415250.0,1442750.0,13.68,19.67,162.64,426.69,7.7,16.76,2.56,0.468,0.948,0.0,0.052,50,5.0,85.9,1330.2,930.1,2320.7,4737.5,39577.8,4891.6,70,11330.8,260.0,12,2074.4,619.3,1
CHN_G1677,2015-11-15,13.027144,80.27374,421250.0,1440250.0,15.05,16.22,157.68,399.28,13.89,11.32,0.25,0.268,0.871,0.0,0.107,50,213.0,137.1,6647.5,3319.7,410.3,1125.8,45910.5,7120.5,0,0.0,412.9,6,1799.4,309.2,1
CHN_G1671,2015-11-15,13.027065,80.246074,418250.0,1440250.0,14.72,16.76,155.23,416.54,12.67,15.31,2.34,0.325,0.516,0.06,0.414,50,37.0,19.9,4841.7,585.9,254.7,913.2,43477.6,8254.0,0,0.0,275.6,13,1891.6,451.5,1
CHN_G1756,2015-11-15,13.03612,80.250658,418750.0,1441250.0,14.35,17.86,159.74,416.51,10.84,12.37,3.8,0.581,0.907,0.0,0.092,50,37.0,25.0,4218.5,635.6,1339.1,1333.3,43290.0,7551.4,271,53739.1,185.7,30,1263.7,568.7,1
CHN_G1832,2015-11-15,13.045053,80.213741,414750.0,1442250.0,13.89,19.2,159.88,423.62,8.58,14.74,2.47,0.605,0.925,0.0,0.068,50,37.0,69.7,1707.8,1126.2,2097.6,4780.9,39481.5,12608.3,0,0.0,272.5,21,2129.9,401.1,1
CHN_G1211,2015-11-15,12.977361,80.255444,419250.0,1434750.0,14.71,16.99,152.96,414.37,12.43,7.85,4.34,0.558,0.85,0.001,0.148,50,79.0,96.0,6042.1,4247.7,2424.2,211.3,47733.8,9687.0,241,59831.8,218.6,23,3016.8,1010.4,1
CHN_G0229,2015-10-01,12.873158,80.182024,411250.0,1423250.0,2.2,2.28,3.08,31.08,2.12,6.86,0.3,0.716,0.0,0.114,0.75,30,322.0,2811.5,7463.2,2154.6,381.1,6112.0,50663.4,0.0,13,2727.7,1641.7,0,9400.0,2699.6,0
CHN_G0109,2015-10-01,12.85968,80.209714,414250.0,1421750.0,2.28,2.36,3.14,31.02,2.21,3.33,0.26,0.703,0.387,0.0,0.558,50,321.0,1396.2,7226.3,1676.1,398.3,2810.5,53801.4,0.0,0,0.0,1906.0,0,12426.4,4830.9,0
CHN_G0001,2015-10-01,12.850282,80.099162,402250.0,1420750.0,2.41,2.49,3.23,30.92,2.34,33.57,0.69,0.695,0.0,0.0,1.0,10,304.0,12115.7,8318.0,11419.2,1072.6,14729.8,47229.9,0.0,0,0.0,4130.2,0,10979.9,8442.4,0
CHN_G1412,2015-11-15,12.999844,80.213884,414750.0,1437250.0,14.62,17.38,150.57,416.01,11.87,10.46,0.31,0.793,0.476,0.0,0.512,50,307.0,31.8,5329.2,605.5,1512.6,3712.5,42720.5,2588.1,535,77211.7,664.9,4,2947.8,1107.2,1
CHN_G0061,2015-10-01,12.855075,80.182083,411250.0,1421250.0,2.28,2.36,3.13,31.02,2.2,6.66,0.56,0.76,0.037,0.0,0.963,40,324.0,3498.4,9112.6,2903.5,863.2,5730.3,52164.7,0.0,0,0.0,3538.2,0,11117.9,4699.5,0
CHN_G0050,2015-10-01,12.854912,80.131399,405750.0,1421250.0,2.32,2.4,3.16,30.99,2.25,29.8,0.25,0.592,0.085,0.05,0.858,10,331.0,8598.9,8806.1,7897.7,833.4,11228.6,48762.8,0.0,0,0.0,754.6,2,9815.6,7265.3,0
CHN_G0006,2015-10-01,12.85036,80.122199,404750.0,1420750.0,2.36,2.43,3.19,30.96,2.28,34.41,2.44,0.533,0.101,0.0,0.899,10,272.0,9697.2,8883.0,8993.3,462.8,12230.2,48597.6,0.0,0,0.0,1835.9,0,10389.9,8151.5,0
CHN_G0105,2015-10-01,12.859624,80.191283,412250.0,1421750.0,2.26,2.34,3.12,31.03,2.19,13.69,1.37,0.226,0.471,0.003,0.525,50,319.0,2392.7,8172.6,1850.8,582.0,4778.5,52447.5,0.0,0,0.0,2965.7,0,11202.8,4307.4,0
CHN_G0150,2015-10-01,12.864187,80.205092,413750.0,1422250.0,2.26,2.34,3.12,31.04,2.18,4.41,0.47,0.626,0.17,0.0,0.828,30,317.0,1023.0,6976.7,1008.2,472.7,3425.6,53094.6,0.0,0,0.0,2103.5,0,11720.8,4442.1,0
CHN_G1828,2015-11-15,13.044996,80.195296,412750.0,1442250.0,13.92,19.51,155.84,419.75,8.32,16.49,1.9,0.548,0.787,0.0,0.207,50,291.0,80.3,1683.5,1141.2,1789.0,6487.0,37918.4,8771.1,370,92121.7,321.7,35,3980.8,625.8,1
CHN_G0104,2015-10-01,12.85961,80.186676,411750.0,1421750.0,2.26,2.34,3.12,31.03,2.18,8.98,1.09,0.549,0.093,0.069,0.838,40,330.0,2808.8,8423.5,2197.6,337.2,5273.6,52115.5,0.0,0,0.0,2967.2,0,10932.7,4224.3,0
CHN_G1838,2015-11-15,13.045135,80.241408,417750.0,1442250.0,13.58,19.83,165.22,428.25,7.34,15.46,5.09,0.473,0.876,0.0,0.124,50,168.0,45.2,2832.4,615.5,2069.7,2709.1,41895.9,10915.0,0,0.0,153.1,21,874.3,958.5,1
CHN_G0133,2015-10-01,12.863938,80.12676,405250.0,1422250.0,2.3,2.38,3.15,31.01,2.22,28.61,1.27,0.442,0.05,0.0,0.95,10,320.0,8888.4,7688.1,8208.8,624.8,11788.1,47659.3,0.0,310,20971.7,1074.9,0,8845.6,6590.6,0
CHN_G0025,2015-10-01,12.850638,80.209743,414250.0,1420750.0,2.32,2.39,3.16,30.99,2.24,9.8,4.0,0.386,0.55,0.0,0.449,50,139.0,2363.6,8160.9,2589.1,1202.5,2731.8,54532.3,0.0,244,33939.9,2649.6,0,13192.4,5760.0,0
CHN_G0957,2015-11-15,12.950209,80.246306,418250.0,1431750.0,14.45,18.03,152.32,413.97,10.87,3.62,0.96,0.772,0.716,0.002,0.263,50,71.0,6.8,2892.1,3562.6,2202.9,220.6,49055.7,8914.3,296,66584.2,585.8,6,3575.6,583.3,1
CHN_G1753,2015-11-15,13.03608,80.236825,417250.0,1441250.0,14.22,18.13,159.11,421.44,10.32,13.33,1.33,0.553,0.831,0.0,0.165,50,333.0,17.7,3526.7,478.0,1163.2,2300.1,42077.8,14039.7,12,15561.1,209.6,25,673.2,620.1,1
CHN_G1573,2015-11-15,13.017828,80.181552,411250.0,1439250.0,13.6,21.54,145.94,412.83,5.67,12.82,1.11,0.712,0.288,0.039,0.661,10,230.0,268.7,2867.7,303.8,99.9,7239.8,38805.8,1317.6,24,2720.2,359.1,4,3268.2,315.6,1
CHN_G0115,2015-10-01,12.859762,80.237361,417250.0,1421750.0,2.33,2.41,3.17,30.98,2.26,1.61,0.11,0.773,0.013,0.179,0.776,30,316.0,916.8,6672.7,3650.7,1069.6,61.7,55804.7,0.0,0,0.0,1928.2,0,12992.6,4543.2,0
CHN_G1874,2015-11-15,13.049574,80.213727,414750.0,1442750.0,13.76,19.53,161.35,425.21,7.99,15.11,2.63,0.578,0.982,0.0,0.015,50,37.0,57.0,1223.0,1385.2,2572.5,5099.0,39177.9,7462.7,275,46190.5,228.2,25,2425.0,216.6,1
CHN_G0190,2015-10-01,12.86868,80.195862,412750.0,1422750.0,2.23,2.31,3.1,31.06,2.15,5.41,0.37,0.612,0.11,0.0,0.804,40,316.0,1479.4,7056.2,792.1,398.3,4533.9,52045.8,0.0,14,1498.6,2091.6,0,10693.8,3516.4,0
CHN_G0037,2015-10-01,12.850799,80.265034,420250.0,1420750.0,2.42,2.5,3.23,30.91,2.35,0.0,0.0,0.582,0.0,1.0,0.0,80,208.0,3115.1,8275.5,6750.5,3672.9,3216.4,58484.8,0.0,0,0.0,5019.0,0,14519.3,6766.3,0
CHN_G1162,2015-11-15,12.972746,80.223189,415750.0,1434250.0,14.45,18.06,150.68,414.84,10.84,4.66,1.49,0.692,0.952,0.0,0.048,50,20.0,18.7,5019.1,794.7,372.4,3144.1,45520.2,16913.7,0,0.0,385.4,9,662.4,939.3,1
CHN_G1370,2015-11-15,12.995323,80.213898,414750.0,1436750.0,14.56,17.65,150.32,415.69,11.47,11.36,1.22,0.709,0.816,0.0,0.184,50,17.0,144.3,5262.9,177.1,1043.5,3806.3,43062.4,3344.2,52,12992.7,647.0,5,2528.3,1368.3,1
CHN_G1254,2015-11-15,12.981895,80.260041,419750.0,1435250.0,14.75,16.88,153.3,414.03,12.61,9.39,1.99,0.437,0.966,0.0,0.031,50,79.0,15.2,6663.6,4865.1,3094.6,701.8,47782.1,2090.7,245,53932.6,185.1,27,3558.8,320.8,1
CHN_G0187,2015-10-01,12.868637,80.182039,411250.0,1422750.0,2.22,2.3,3.09,31.06,2.14,6.34,0.14,0.714,0.0,0.067,0.549,30,318.0,2898.0,7865.6,2199.9,476.1,5965.6,51035.5,0.0,6,310.3,2097.9,0,9819.5,3199.6,0
CHN_G0575,2015-11-15,12.909466,80.227993,416250.0,1427250.0,14.2,19.0,151.55,413.57,9.4,6.34,2.24,0.44,0.744,0.004,0.221,50,99.0,241.1,1387.3,1241.4,2798.4,1319.2,50954.4,1839.6,31,3099.9,164.8,5,7452.8,952.2,1
CHN_G0111,2015-10-01,12.859708,80.21893,415250.0,1421750.0,2.3,2.37,3.15,31.01,2.22,3.38,0.66,0.69,0.0,0.072,0.891,40,325.0,1034.5,6910.6,2125.9,46.4,1844.6,54493.3,0.0,0,0.0,1288.8,0,12990.0,4520.9,0
CHN_G0097,2015-10-01,12.859508,80.154422,408250.0,1421750.0,2.27,2.35,3.13,31.03,2.19,14.46,0.53,0.708,0.016,0.149,0.805,30,304.0,6057.3,9773.4,5353.3,1234.8,8754.9,49870.2,0.0,0,0.0,1824.3,0,9574.8,5184.7,0
CHN_G0089,2015-10-01,12.859386,80.11756,404250.0,1421750.0,2.34,2.41,3.17,30.98,2.26,26.98,1.63,0.812,0.364,0.0,0.629,10,264.0,9954.9,7770.8,9267.6,908.2,12746.1,47490.3,0.0,213,23248.3,1989.1,0,9478.9,7286.4,0
CHN_G1656,2015-11-15,13.026855,80.176912,410750.0,1440250.0,13.68,21.12,147.75,413.91,6.24,15.41,0.81,0.58,0.784,0.0,0.176,50,230.0,25.1,3254.1,326.8,1177.5,7825.7,37751.7,9045.3,628,92097.2,660.2,8,3978.5,589.6,1
CHN_G1624,2015-11-15,13.022476,80.223034,415750.0,1439750.0,14.81,16.5,152.64,417.74,13.11,14.74,5.5,0.43,0.942,0.0,0.053,50,83.0,124.0,4371.3,477.3,562.3,2805.9,41823.5,5945.1,0,0.0,10.2,17,1627.4,330.2,1
CHN_G1710,2015-11-15,13.031545,80.232228,416750.0,1440750.0,14.51,17.32,156.05,419.51,11.7,11.93,2.11,0.614,0.948,0.0,0.051,50,333.0,57.0,3696.9,82.5,1017.6,2281.0,41981.3,16169.0,215,44470.2,36.9,21,430.1,463.5,1
CHN_G0144,2015-10-01,12.864102,80.177445,410750.0,1422250.0,2.24,2.32,3.11,31.05,2.16,7.39,1.52,0.706,0.156,0.0,0.844,30,316.0,3524.0,8563.5,2817.9,222.4,6340.0,51080.9,0.0,65,19015.9,2759.7,0,10000.3,3738.6,0
CHN_G1738,2015-11-15,13.035867,80.16766,409750.0,1441250.0,13.7,20.91,149.13,414.68,6.5,19.1,3.26,0.472,0.867,0.0,0.126,50,107.0,4.7,2949.5,1127.0,2576.1,8985.9,36337.9,16221.8,241,32447.0,274.4,8,4799.3,824.5,1
CHN_G0200,2015-10-01,12.868817,80.241942,417750.0,1422750.0,2.32,2.39,3.16,30.99,2.24,6.61,1.39,0.414,0.629,0.046,0.32,50,90.0,74.5,5707.3,3640.2,1818.6,262.8,55345.4,1303.6,92,17255.6,2023.5,0,12048.6,3755.1,0
CHN_G0659,2015-11-15,12.918508,80.227966,416250.0,1428250.0,14.21,18.96,151.41,413.62,9.46,2.41,1.36,0.649,0.696,0.0,0.302,50,209.0,43.3,622.8,709.8,3544.6,1508.7,50211.5,5407.0,0,0.0,705.8,3,6452.8,1952.2,1
CHN_G0131,2015-10-01,12.863907,80.117544,404250.0,1422250.0,2.32,2.4,3.16,30.99,2.25,24.67,0.45,0.848,0.116,0.0,0.872,40,263.0,9815.3,7303.9,9202.8,484.8,12783.3,47079.6,0.0,3,194.6,2032.4,0,8988.2,6805.8,0
CHN_G1327,2015-11-15,12.990788,80.209302,414250.0,1436250.0,14.3,18.69,149.27,414.77,9.92,9.66,0.88,0.731,0.845,0.05,0.101,50,17.0,5.0,4743.6,503.1,1035.9,4409.3,43048.1,5401.3,0,0.0,259.3,6,2515.6,810.1,1
CHN_G1242,2015-11-15,12.981732,80.204721,413750.0,1435250.0,14.04,19.79,147.89,413.68,8.28,9.3,1.46,0.631,0.988,0.0,0.012,50,17.0,4.2,4370.8,331.1,1405.8,5140.1,43402.0,22818.3,177,45281.5,202.0,5,2543.1,898.6,1
CHN_G0959,2015-11-15,12.950235,80.255525,419250.0,1431750.0,14.48,17.87,152.86,413.72,11.1,10.65,2.89,0.241,0.806,0.0,0.194,50,71.0,80.8,3237.5,4489.7,2855.2,767.1,49770.1,3366.9,202,35814.0,50.7,4,4221.1,1535.4,1
CHN_G0065,2015-10-01,12.855131,80.200513,413250.0,1421250.0,2.29,2.37,3.14,31.01,2.21,7.46,1.18,0.622,0.513,0.102,0.385,50,323.0,2140.4,8094.7,1953.0,961.9,3732.2,53488.4,0.0,63,9283.8,3008.0,0,12186.9,5091.3,0
CHN_G1693,2015-11-15,13.031301,80.153842,408250.0,1440750.0,13.62,21.36,147.5,413.56,5.88,18.77,1.87,0.526,0.616,0.15,0.218,50,233.0,35.4,1703.4,1339.1,1779.7,10370.4,35624.6,18213.0,23,1489.7,657.3,2,4489.7,758.5,1
CHN_G0220,2015-10-01,12.873026,80.140552,406750.0,1423250.0,2.24,2.31,3.1,31.05,2.16,15.86,0.86,0.73,0.105,0.0,0.884,30,321.0,7181.0,7659.6,6654.2,634.3,10457.9,47763.6,0.0,0,0.0,1513.5,0,7845.7,5282.5,0
CHN_G0047,2015-10-01,12.854866,80.117576,404250.0,1421250.0,2.35,2.43,3.18,30.97,2.28,28.94,0.91,0.852,0.522,0.0,0.402,50,42.0,10054.5,8241.6,9358.8,896.3,12728.4,47902.8,0.0,0,0.0,2069.4,0,9970.5,7769.5,0
CHN_G0225,2015-10-01,12.8731,80.163592,409250.0,1423250.0,2.2,2.28,3.08,31.08,2.13,10.18,2.41,0.694,0.085,0.0,0.904,10,309.0,4807.1,8825.2,4154.3,31.4,8026.8,49345.0,0.0,4,447.1,1841.6,0,8452.6,3383.9,0
CHN_G1755,2015-11-15,13.036107,80.246047,418250.0,1441250.0,14.27,18.05,159.73,419.16,10.49,11.34,4.39,0.657,0.802,0.0,0.198,50,37.0,36.8,3948.0,164.0,1131.6,1689.6,42883.9,3884.8,81,15962.4,141.8,24,1297.6,735.8,1
CHN_G0048,2015-10-01,12.854881,80.122184,404750.0,1421250.0,2.34,2.42,3.18,30.97,2.27,40.38,6.38,0.09,0.209,0.0,0.784,10,77.0,9567.8,8414.1,8870.3,845.5,12228.5,48186.0,0.0,0,0.0,1595.2,0,9893.9,7659.9,0
CHN_G0167,2015-10-01,12.864413,80.283427,422250.0,1422250.0,2.45,2.52,3.25,30.9,2.37,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,4375.6,7826.3,8098.8,5824.1,4646.5,58689.3,0.0,0,0.0,6459.3,0,13830.0,7209.4,0
CHN_G1608,2015-11-15,13.022245,80.149262,407750.0,1439750.0,13.53,21.81,145.86,412.58,5.25,16.55,2.81,0.617,0.885,0.0,0.113,50,230.0,52.8,609.7,518.6,1074.2,10770.8,36009.9,10657.7,0,0.0,273.7,2,3758.1,1779.8,1
CHN_G0143,2015-10-01,12.864088,80.172838,410250.0,1422250.0,2.24,2.32,3.11,31.05,2.16,7.58,0.3,0.727,0.115,0.0,0.883,40,303.0,3999.0,8867.3,3293.1,496.2,6832.4,50754.7,0.0,6,919.8,3020.7,0,9773.8,3842.9,0
CHN_G1612,2015-11-15,13.022304,80.167705,409750.0,1439750.0,13.53,21.83,145.62,412.57,5.23,18.25,0.8,0.437,0.932,0.0,0.057,50,89.0,53.3,2146.7,352.0,1676.1,8776.5,37388.7,16517.4,0,0.0,95.2,1,3301.0,230.8,1
CHN_G0198,2015-10-01,12.868791,80.232726,416750.0,1422750.0,2.29,2.37,3.14,31.01,2.22,1.56,0.57,0.768,0.062,0.001,0.885,30,53.0,806.1,5682.6,2722.8,866.1,636.8,54712.0,0.0,4,1968.8,1032.6,0,11963.9,3464.1,0
CHN_G0038,2015-10-01,12.850812,80.269642,420750.0,1420750.0,2.43,2.51,3.24,30.91,2.36,0.0,0.0,0.582,0.0,1.0,0.0,80,208.0,3506.3,8473.2,7194.9,4172.4,3696.8,58809.7,0.0,0,0.0,5473.1,0,14665.5,7077.0,0
CHN_G1452,2015-11-15,13.004337,80.204649,413750.0,1437750.0,14.25,18.88,149.35,415.01,9.62,17.43,1.11,0.483,0.946,0.0,0.051,50,21.0,26.2,4485.1,414.5,1835.5,4683.7,41648.7,20880.6,0,0.0,158.0,10,3931.1,747.7,1
CHN_G0119,2015-10-01,12.859815,80.255792,419250.0,1421750.0,2.38,2.45,3.2,30.95,2.3,0.0,0.0,0.692,0.0,1.0,0.0,80,103.0,1706.2,6998.8,5411.4,2796.5,2027.4,57075.4,0.0,0,0.0,3711.4,0,13299.4,5370.5,0
CHN_G1287,2015-11-15,12.986295,80.218536,415250.0,1435750.0,14.56,17.65,150.48,415.47,11.47,13.06,2.18,0.469,0.854,0.0,0.146,50,44.0,38.5,5769.4,478.7,74.3,3563.4,44114.2,5285.7,0,0.0,75.4,8,1436.7,290.2,1
CHN_G1591,2015-11-15,13.018076,80.264545,420250.0,1439250.0,14.85,16.58,156.0,409.24,13.12,6.95,3.21,0.651,0.211,0.072,0.7,10,60.0,297.7,6718.2,2777.7,202.1,981.1,45678.8,249.6,520,87514.2,488.2,12,3098.7,889.3,1
CHN_G1866,2015-11-15,13.049459,80.176837,410750.0,1442750.0,13.82,20.09,153.4,417.6,7.56,17.55,1.85,0.5,0.893,0.0,0.105,50,278.0,15.8,1312.1,2565.9,1926.5,8511.2,36068.5,11649.3,5,2340.3,559.8,12,6041.6,662.4,1
CHN_G0193,2015-10-01,12.868722,80.209686,414250.0,1422750.0,2.25,2.33,3.11,31.04,2.17,3.92,0.14,0.602,0.148,0.0,0.824,40,325.0,396.2,6307.9,780.1,60.4,3071.3,53079.2,0.0,30,3156.9,1498.4,0,11695.8,3936.7,0
CHN_G1289,2015-11-15,12.986322,80.227757,416250.0,1435750.0,14.76,16.86,151.18,415.96,12.66,12.16,2.8,0.533,0.532,0.0,0.462,50,167.0,27.5,6524.2,1412.8,600.0,2593.7,44840.5,2369.7,0,0.0,145.2,9,1047.4,760.7,1
CHN_G0158,2015-10-01,12.864296,80.241955,417750.0,1422250.0,2.33,2.41,3.17,30.98,2.25,10.25,2.43,0.192,0.417,0.0,0.577,50,307.0,566.7,6204.4,3840.8,1774.1,454.0,55731.0,0.0,0,0.0,2130.3,0,12544.7,4215.5,0
CHN_G1422,2015-11-15,12.999979,80.259987,419750.0,1437250.0,14.87,16.4,153.44,414.05,13.34,8.94,2.37,0.61,0.816,0.0,0.184,50,157.0,31.7,8193.6,3441.4,1468.9,1170.7,46503.7,9974.1,536,83461.2,199.1,28,4342.1,521.3,1
CHN_G1737,2015-11-15,13.035852,80.163049,409250.0,1441250.0,13.68,21.02,148.79,414.42,6.35,18.97,2.21,0.485,0.969,0.0,0.026,50,107.0,16.3,2624.8,1148.0,2897.3,9474.1,35977.7,24298.0,355,42206.5,156.2,6,4805.2,354.4,1
CHN_G1761,2015-11-15,13.036186,80.273713,421250.0,1441250.0,15.24,15.78,157.82,393.59,14.7,13.36,0.78,0.238,0.9,0.0,0.099,50,57.0,332.2,6026.7,3014.0,1359.4,507.6,45348.7,0.0,569,83701.4,105.3,10,864.0,387.9,1
CHN_G1876,2015-11-15,13.049602,80.222949,415750.0,1442750.0,13.59,19.88,163.99,428.32,7.3,14.7,0.66,0.582,0.917,0.0,0.083,50,5.0,36.6,1461.5,558.2,2119.8,4403.2,39980.0,10274.0,0,0.0,283.4,13,1796.0,864.5,1
CHN_G0056,2015-10-01,12.855002,80.159044,408750.0,1421250.0,2.29,2.36,3.14,31.02,2.21,14.99,0.39,0.628,0.048,0.212,0.728,30,281.0,5748.1,10478.6,5044.8,989.9,8229.3,50572.6,0.0,0,0.0,2099.3,0,10184.1,5342.2,0
CHN_G0049,2015-10-01,12.854896,80.126791,405250.0,1421250.0,2.33,2.41,3.17,30.98,2.26,37.02,6.1,0.24,0.001,0.0,0.999,10,334.0,9082.5,8597.8,8383.2,714.2,11728.5,48472.7,0.0,0,0.0,1143.2,0,9842.1,7581.7,0
CHN_G0102,2015-10-01,12.859581,80.17746,410750.0,1421750.0,2.26,2.34,3.12,31.04,2.18,8.33,1.14,0.657,0.146,0.0,0.853,40,309.0,3703.8,8972.3,3022.8,587.9,6266.1,51459.7,0.0,0,0.0,3212.7,0,10443.6,4234.0,0
CHN_G0137,2015-10-01,12.863999,80.145191,407250.0,1422250.0,2.27,2.34,3.12,31.03,2.19,21.41,0.69,0.416,0.331,0.0,0.668,10,313.0,6913.7,8752.7,6226.4,575.4,9800.6,48859.6,0.0,192,27817.2,1097.6,0,8897.0,5478.4,0
CHN_G0146,2015-10-01,12.864131,80.186661,411750.0,1422250.0,2.24,2.32,3.11,31.05,2.16,5.19,0.23,0.743,0.02,0.028,0.951,40,328.0,2589.2,8001.0,1905.9,98.9,5359.3,51741.5,0.0,7,1419.0,2469.5,0,10510.1,3727.7,0
CHN_G0035,2015-10-01,12.850773,80.255819,419250.0,1420750.0,2.4,2.48,3.22,30.93,2.33,0.0,0.0,0.686,0.0,1.0,0.0,80,208.0,2454.3,7959.9,5881.2,2674.2,2261.2,57842.5,0.0,0,0.0,4142.7,0,14275.1,6219.5,0
CHN_G1454,2015-11-15,13.004365,80.213869,414750.0,1437750.0,14.67,17.17,150.83,416.3,12.17,10.9,1.32,0.772,0.196,0.0,0.804,30,307.0,204.8,5440.9,944.3,1448.7,3683.8,42381.8,599.5,0,0.0,762.5,5,3389.2,650.5,1
CHN_G0053,2015-10-01,12.854957,80.145221,407250.0,1421250.0,2.3,2.38,3.15,31.0,2.22,28.35,1.64,0.2,0.501,0.003,0.496,50,319.0,7161.2,9561.6,6454.6,400.3,9728.9,49653.3,0.0,0,0.0,709.1,2,9888.4,6197.7,0
CHN_G1824,2015-11-15,13.044938,80.176852,410750.0,1442250.0,13.82,20.21,152.42,416.93,7.43,13.17,2.58,0.779,0.555,0.0,0.443,50,278.0,38.7,1705.3,2232.6,2411.1,8318.7,36398.0,12211.9,317,39440.6,298.7,17,5916.9,892.3,1
CHN_G0169,2015-10-01,12.868366,80.099097,402250.0,1422750.0,2.36,2.44,3.19,30.96,2.29,41.2,1.66,0.279,0.008,0.0,0.991,10,301.0,11344.2,6327.1,11162.9,1154.9,14824.7,45544.4,0.0,0,0.0,4093.3,0,9127.5,6485.0,0
