grid_id,locality,centroid_lat,centroid_lon,area_sqkm,elevation_m,slope_deg,low_lying_score,dist_to_drain_m,drainage_density,dist_to_mithi_m,dist_to_coast_m,dist_to_hotspot_m,historical_hotspot_score,built_up_ratio
MUM_000887,Sion / King's Circle,19.02924,72.871077,0.25,5.34,0.88,0.85,1638.2,0.77,5336.7,5420.1,6090.2,0.006,0.824
MUM_000888,Sion / King's Circle,19.033755,72.87102,0.25,5.86,0.54,0.85,2122.1,0.2,5706.5,5320.7,6541.5,0.004,0.82
MUM_000889,Sion / King's Circle,19.038271,72.870962,0.25,4.53,0.62,0.85,2612.0,0.2,6095.0,5221.2,6999.4,0.003,0.891
MUM_000890,Sion / King's Circle,19.042787,72.870905,0.25,3.93,1.39,0.85,3105.1,0.2,6498.7,5121.7,7462.7,0.002,0.916
MUM_000891,Sion / King's Circle,19.047302,72.870847,0.25,3.87,0.71,0.85,2808.1,0.2,6915.0,5022.2,7651.9,0.002,0.861
MUM_000892,Bandra Kurla Complex (BKC),19.051818,72.870789,0.25,3.82,0.55,0.85,2323.1,0.2,7341.8,4922.7,7155.7,0.003,0.913
MUM_000893,Bandra Kurla Complex (BKC),19.056334,72.870732,0.25,4.6,0.74,0.85,1838.0,0.44,7777.3,4823.3,6660.1,0.004,0.836
MUM_000894,Bandra Kurla Complex (BKC),19.060849,72.870674,0.25,4.71,1.26,0.85,1353.0,1.25,8220.2,4674.9,6165.2,0.006,0.868
MUM_000895,Bandra Kurla Complex (BKC),19.065365,72.870616,0.25,5.11,0.96,0.85,867.9,2.05,8669.2,4491.5,5671.2,0.009,0.91
MUM_000896,Bandra Kurla Complex (BKC),19.069881,72.870559,0.25,5.53,1.16,0.85,382.8,2.86,9123.6,4308.1,5178.3,0.013,0.884
MUM_000897,Kurla West / LBS Marg,19.074396,72.870501,0.25,4.22,1.07,0.85,102.2,3.33,9582.5,4124.7,4686.9,0.02,0.853
MUM_000898,Kurla West / LBS Marg,19.078912,72.870443,0.25,3.85,0.57,0.85,587.3,2.52,10045.4,3941.3,4197.6,0.03,0.891
MUM_000899,Kurla West / LBS Marg,19.083428,72.870386,0.25,4.75,1.19,0.85,1072.4,1.71,10511.6,3758.0,3711.1,0.045,0.881
MUM_000900,Kurla West / LBS Marg,19.087943,72.870328,0.25,5.33,1.32,0.85,1557.4,0.9,10980.8,3574.6,3228.8,0.068,0.849
MUM_000901,Kurla West / LBS Marg,19.092459,72.87027,0.25,4.94,1.12,0.85,1972.8,0.21,11452.6,3391.2,2752.7,0.101,0.847
MUM_000902,Saki Naka / Andheri East,19.096975,72.870212,0.25,18.34,2.76,0.4,1484.2,1.03,11926.7,3207.8,2287.0,0.149,0.72
MUM_000903,Saki Naka / Andheri East,19.10149,72.870154,0.25,7.47,3.15,0.4,990.7,1.85,12402.9,3024.4,1839.2,0.216,0.812
MUM_000904,Saki Naka / Andheri East,19.106006,72.870097,0.25,7.46,1.64,0.4,497.2,2.67,12880.9,2712.2,1426.6,0.305,0.808
MUM_000905,Saki Naka / Andheri East,19.110522,72.870039,0.25,12.77,3.16,0.4,3.7,3.49,13360.4,2309.0,1089.9,0.403,0.776
MUM_000906,Saki Naka / Andheri East,19.115037,72.869981,0.25,9.89,1.24,0.4,489.8,2.68,13841.4,1905.7,916.7,0.466,0.797
MUM_000907,Saki Naka / Andheri East,19.119553,72.869923,0.25,13.77,3.09,0.4,983.3,1.86,14323.7,1502.5,996.5,0.436,0.774
MUM_000908,Jogeshwari / JVLR,19.124069,72.869865,0.25,9.0,1.71,0.4,1476.8,1.04,14807.2,1099.2,1282.8,0.343,0.72
MUM_000909,Jogeshwari / JVLR,19.128584,72.869807,0.25,8.65,1.93,0.4,1970.2,0.22,15291.8,696.0,1672.8,0.248,0.726
MUM_000910,Jogeshwari / JVLR,19.1331,72.869749,0.2466,18.94,2.05,0.4,2460.2,0.2,15773.6,297.0,2108.2,0.173,0.739
MUM_000911,Jogeshwari / JVLR,19.137616,72.869691,0.0598,21.5,2.02,0.4,2789.4,0.2,16090.3,79.6,2474.4,0.127,0.811
MUM_000912,Jogeshwari / JVLR,19.142131,72.869633,0.1894,21.62,1.9,0.4,2811.0,0.2,4537.0,169.1,2526.7,0.122,0.795
MUM_000913,Jogeshwari / JVLR,19.146647,72.869576,0.25,20.27,2.4,0.4,2451.8,0.2,4256.2,504.8,2243.7,0.154,0.741
MUM_000914,Jogeshwari / JVLR,19.151162,72.869518,0.25,10.27,3.59,0.4,2068.7,0.2,3947.4,901.1,1968.4,0.194,0.788
MUM_000915,Jogeshwari / JVLR,19.155678,72.86946,0.25,8.08,3.02,0.4,1745.9,0.59,3652.2,1297.4,1793.1,0.224,0.773
MUM_000916,Jogeshwari / JVLR,19.160194,72.869402,0.25,21.65,3.23,0.4,1522.1,0.96,3356.9,1693.7,1748.1,0.233,0.788
MUM_000917,Goregaon West,19.164709,72.869343,0.25,8.47,2.08,0.4,1444.1,1.09,3061.6,2090.0,1603.0,0.263,0.78
MUM_000918,Goregaon West,19.169225,72.869285,0.25,13.13,3.8,0.4,1534.2,0.94,2766.3,2486.3,1140.4,0.387,0.751
MUM_000919,Goregaon West,19.173741,72.869227,0.25,17.08,1.78,0.4,1767.0,0.56,2471.0,2882.6,729.1,0.545,0.704
MUM_000920,Goregaon West,19.178256,72.869169,0.25,8.07,2.05,0.4,2095.4,0.2,2175.8,3278.9,512.5,0.652,0.772
MUM_000921,Malad West,19.182772,72.869111,0.25,10.73,2.05,0.4,1880.5,0.37,1880.5,3675.2,702.6,0.557,0.749
MUM_000922,Malad West,19.187287,72.869053,0.25,8.0,3.23,0.4,1585.3,0.86,1585.3,4071.5,781.6,0.521,0.798
MUM_000923,Malad West,19.191803,72.868995,0.25,9.19,2.48,0.4,1290.0,1.35,1290.0,4467.8,330.2,0.759,0.736
MUM_000924,Malad West,19.196319,72.868937,0.25,11.63,3.07,0.4,994.8,1.84,994.8,4832.8,229.5,0.826,0.709
MUM_000925,Malad West,19.200834,72.868879,0.25,21.37,3.54,0.4,699.6,2.33,699.6,5093.3,704.5,0.556,0.791
MUM_000926,Kandivali West,19.20535,72.86882,0.25,13.02,1.81,0.4,404.4,2.83,404.4,5353.8,1200.0,0.368,0.715
MUM_000927,Kandivali West,19.209865,72.868762,0.25,11.26,2.67,0.4,109.1,3.32,109.1,5614.4,1698.1,0.243,0.782
MUM_000928,Kandivali West,19.214381,72.868704,0.25,7.02,3.88,0.4,135.1,3.27,135.1,5874.9,2197.1,0.16,0.828
MUM_000929,Kandivali West,19.218897,72.868646,0.25,11.36,1.73,0.4,355.2,2.91,355.2,6135.4,2242.6,0.154,0.77
MUM_000930,Borivali / Dahisar Subway,19.223412,72.868588,0.25,12.06,1.3,0.4,575.3,2.54,575.3,6395.9,1886.7,0.208,0.818
MUM_000931,Borivali / Dahisar Subway,19.227928,72.868529,0.25,16.03,1.39,0.4,795.4,2.17,795.4,6536.4,1609.4,0.262,0.731
MUM_000932,Borivali / Dahisar Subway,19.232443,72.868471,0.25,12.39,3.49,0.4,1015.5,1.81,1015.5,6623.7,1456.3,0.297,0.757
MUM_000933,Borivali / Dahisar Subway,19.236959,72.868413,0.25,21.14,2.79,0.4,1239.4,1.43,1239.4,6711.0,1466.8,0.295,0.745
MUM_000934,Borivali / Dahisar Subway,19.241475,72.868354,0.25,19.81,3.14,0.4,1510.9,0.98,1510.9,6728.6,1637.7,0.255,0.736
MUM_000935,Borivali / Dahisar Subway,19.24599,72.868296,0.25,16.15,1.73,0.4,1783.6,0.53,1783.6,6675.1,1926.8,0.201,0.754
MUM_000936,Borivali / Dahisar Subway,19.250506,72.868238,0.25,7.93,3.41,0.4,2056.3,0.2,2056.3,6621.5,2289.8,0.148,0.738
MUM_000937,Borivali / Dahisar Subway,19.255021,72.868179,0.25,16.06,1.79,0.4,2329.0,0.2,2329.0,6568.0,2697.0,0.106,0.796
MUM_000938,Borivali / Dahisar Subway,19.259537,72.868121,0.25,15.49,3.83,0.4,2601.7,0.2,2601.7,6514.5,3131.2,0.074,0.718
MUM_000939,Borivali / Dahisar Subway,19.264052,72.868063,0.25,9.91,1.56,0.4,2160.6,0.2,2874.4,6460.9,3582.6,0.051,0.789
MUM_000940,Borivali / Dahisar Subway,19.268568,72.868004,0.25,20.19,1.77,0.4,1728.6,0.62,3147.1,6407.4,4044.1,0.034,0.744
MUM_000941,Borivali / Dahisar Subway,19.273056,72.867975,0.25,19.06,3.56,0.4,1344.3,1.26,3419.8,6353.8,4365.3,0.026,0.771
MUM_000942,Borivali / Dahisar Subway,19.276246,72.869002,0.25,12.86,1.65,0.4,1061.4,1.73,3692.5,6300.3,4717.6,0.02,0.799
MUM_000943,Mumbai Central,,,0.25,9.08,1.22,0.4,972.6,1.88,3970.5,6208.6,5094.7,0.014,0.805
MUM_000944,Sion / King's Circle,19.016172,72.875634,0.25,3.74,1.26,0.85,1124.8,1.63,4283.6,6109.1,5491.5,0.01,0.883
MUM_000945,Sion / King's Circle,19.020263,72.87594,0.25,5.6,0.69,0.85,1443.8,1.09,4629.7,6009.6,5904.0,0.007,0.886
MUM_000946,Sion / King's Circle,19.024779,72.875883,0.25,5.48,1.29,0.85,1845.0,0.42,5001.8,5910.2,6329.1,0.005,0.831
MUM_000947,Sion / King's Circle,19.029294,72.875825,0.25,3.94,0.89,0.85,2285.4,0.2,5394.7,5810.7,6764.5,0.004,0.826
MUM_000948,Sion / King's Circle,19.03381,72.875768,0.25,4.65,0.94,0.85,2746.4,0.2,5804.1,5711.2,7208.2,0.002,0.912
MUM_000949,Sion / King's Circle,19.038326,72.875711,0.25,5.64,1.36,0.85,3219.0,0.2,6226.7,5611.7,7658.9,0.002,0.837
MUM_000950,Sion / King's Circle,19.042841,72.875653,0.25,6.0,0.87,0.85,2929.4,0.2,6660.0,5512.2,7727.5,0.002,0.851
MUM_000951,Bandra Kurla Complex (BKC),19.047357,72.875596,0.25,4.3,1.23,0.85,2444.4,0.2,7102.2,5412.7,7236.4,0.002,0.881
MUM_000952,Bandra Kurla Complex (BKC),19.051873,72.875538,0.25,3.55,1.48,0.85,1959.3,0.23,7551.5,5313.3,6746.8,0.004,0.865
MUM_000953,Bandra Kurla Complex (BKC),19.056388,72.875481,0.25,3.74,0.87,0.85,1474.3,1.04,8006.9,5140.1,6258.7,0.005,0.834
MUM_000954,Bandra Kurla Complex (BKC),19.060904,72.875423,0.25,5.39,0.74,0.85,989.2,1.85,8467.2,4956.7,5772.7,0.008,0.853
MUM_000955,Kurla West / LBS Marg,19.06542,72.875366,0.25,4.93,0.58,0.85,504.1,2.66,8931.9,4773.3,5289.3,0.012,0.852
MUM_000956,Kurla West / LBS Marg,19.069936,72.875308,0.25,6.13,0.71,0.85,19.1,3.47,9400.2,4589.9,4809.3,0.018,0.9
MUM_000957,Kurla West / LBS Marg,19.074451,72.87525,0.25,4.33,1.15,0.85,466.0,2.72,9871.6,4406.5,4333.8,0.027,0.888
MUM_000958,Kurla West / LBS Marg,19.078967,72.875193,0.25,5.28,0.94,0.85,953.6,1.91,10345.6,4223.1,3864.5,0.04,0.86
MUM_000959,Kurla West / LBS Marg,19.083483,72.875135,0.25,5.5,0.59,0.85,1448.8,1.09,10822.0,4039.7,3403.9,0.059,0.885
MUM_000960,Kurla West / LBS Marg,19.087998,72.875078,0.25,4.22,0.96,0.85,1946.4,0.26,11300.5,3856.3,2956.2,0.085,0.874
MUM_000961,Saki Naka / Andheri East,19.092514,72.87502,0.25,18.13,1.81,0.4,1564.6,0.89,11780.7,3672.9,2528.2,0.122,0.796
MUM_000962,Saki Naka / Andheri East,19.09703,72.874962,0.25,7.76,3.92,0.4,1071.1,1.71,12262.5,3411.1,2131.7,0.169,0.796
MUM_000963,Saki Naka / Andheri East,19.101545,72.874905,0.25,12.63,2.84,0.4,577.6,2.54,12745.8,3007.8,1788.0,0.225,0.818
MUM_000964,Saki Naka / Andheri East,19.106061,72.874847,0.25,18.31,2.36,0.4,84.1,3.36,13230.2,2604.6,1532.8,0.279,0.739
MUM_000965,Saki Naka / Andheri East,19.110577,72.874789,0.25,12.96,2.61,0.4,409.4,2.82,13715.8,2201.3,1414.9,0.308,0.833
MUM_000966,Saki Naka / Andheri East,19.115092,72.874732,0.25,13.49,3.37,0.4,902.9,2.0,14202.4,1798.1,1467.8,0.294,0.836
MUM_000967,Saki Naka / Andheri East,19.119608,72.874674,0.25,13.9,1.48,0.4,1396.3,1.17,14689.9,1394.8,1675.4,0.248,0.791
MUM_000968,Saki Naka / Andheri East,19.124124,72.874616,0.25,19.78,1.26,0.4,1889.8,0.35,15178.2,991.6,1989.9,0.19,0.826
MUM_000969,Jogeshwari / JVLR,19.128639,72.874558,0.25,15.52,1.68,0.4,2383.3,0.2,15667.2,588.3,2369.0,0.139,0.774
MUM_000970,Jogeshwari / JVLR,19.133155,72.8745,0.2217,20.75,1.58,0.4,2850.6,0.2,16130.1,215.7,2776.8,0.099,0.811
MUM_000971,Jogeshwari / JVLR,19.137671,72.874443,0.2265,7.66,2.83,0.4,2749.8,0.2,4620.9,225.8,2626.4,0.112,0.832
MUM_000972,Jogeshwari / JVLR,19.142186,72.874385,0.25,19.24,2.31,0.4,2444.1,0.2,4350.9,596.2,2422.9,0.133,0.82
MUM_000973,Jogeshwari / JVLR,19.146702,72.874327,0.25,14.25,1.73,0.4,2177.7,0.2,4055.7,992.5,2282.8,0.149,0.809
MUM_000974,Jogeshwari / JVLR,19.151218,72.874269,0.25,20.18,1.37,0.4,2002.7,0.2,3760.4,1388.8,2019.0,0.186,0.755
MUM_000975,Jogeshwari / JVLR,19.155733,72.874211,0.25,16.37,2.09,0.4,1944.0,0.26,3465.1,1785.1,1519.0,0.282,0.783
MUM_000976,Jogeshwari / JVLR,19.160249,72.874153,0.25,10.67,3.12,0.4,2011.9,0.2,3169.8,2181.4,1019.0,0.428,0.809
MUM_000977,Goregaon West,19.164764,72.874095,0.25,7.97,2.34,0.4,2194.6,0.2,2874.5,2577.7,519.1,0.649,0.813
MUM_000978,Goregaon West,19.16928,72.874038,0.25,15.92,1.24,0.4,2466.7,0.2,2579.3,2974.0,22.5,0.981,0.717
MUM_000979,Goregaon West,19.173796,72.87398,0.25,14.51,2.09,0.4,2284.0,0.2,2284.0,3370.3,481.2,0.67,0.737
MUM_000980,Goregaon West,19.178311,72.873922,0.25,8.01,3.81,0.4,1988.8,0.2,1988.8,3766.6,890.1,0.476,0.817
MUM_000981,Malad West,19.182827,72.873864,0.25,18.55,2.13,0.4,1693.6,0.68,1693.6,4145.5,485.7,0.667,0.789
MUM_000982,Malad West,19.187343,72.873806,0.25,18.7,1.76,0.4,1398.4,1.17,1398.4,4406.0,423.7,0.703,0.713
MUM_000983,Malad West,19.191858,72.873748,0.25,11.99,3.92,0.4,1103.1,1.66,1103.1,4666.6,789.4,0.518,0.712
MUM_000984,Malad West,19.196374,72.87369,0.25,7.44,3.25,0.4,807.9,2.15,807.9,4927.1,1251.7,0.352,0.813
MUM_000985,Malad West,19.200889,72.873632,0.25,18.37,2.05,0.4,533.9,2.61,533.9,5187.6,1735.1,0.236,0.809
MUM_000986,Kandivali West,19.205405,72.873574,0.25,19.98,3.41,0.4,313.8,2.98,313.8,5448.1,2225.8,0.156,0.703
MUM_000987,Kandivali West,19.209921,72.873516,0.25,18.17,3.52,0.4,93.7,3.34,93.7,5708.6,1959.4,0.195,0.816
MUM_000988,Kandivali West,19.214436,72.873457,0.25,13.86,3.25,0.4,126.4,3.29,126.4,5969.1,1539.5,0.277,0.838
MUM_000989,Borivali / Dahisar Subway,19.218952,72.873399,0.25,14.93,3.26,0.4,346.5,2.92,346.5,6229.7,1183.5,0.373,0.708
MUM_000990,Borivali / Dahisar Subway,19.223467,72.873341,0.25,9.12,1.37,0.4,566.6,2.56,566.6,6432.2,965.0,0.447,0.807
MUM_000991,Borivali / Dahisar Subway,19.227983,72.873283,0.25,21.13,3.47,0.4,819.1,2.13,819.1,6588.8,980.7,0.442,0.743
MUM_000992,Borivali / Dahisar Subway,19.232499,72.873225,0.25,21.24,2.38,0.4,1091.8,1.68,1091.8,6745.4,1221.6,0.361,0.737
MUM_000993,Borivali / Dahisar Subway,19.237014,72.873167,0.25,18.24,2.75,0.4,1364.5,1.23,1364.5,6902.0,1588.4,0.266,0.721
MUM_000994,Borivali / Dahisar Subway,19.24153,72.873109,0.25,10.44,3.87,0.4,1637.2,0.77,1637.2,7058.6,2013.3,0.187,0.753
MUM_000995,Borivali / Dahisar Subway,19.246045,72.87305,0.25,8.12,3.54,0.4,1909.9,0.32,1909.9,7065.1,2466.6,0.128,0.789
MUM_000996,Borivali / Dahisar Subway,19.250561,72.872992,0.25,11.31,3.48,0.4,2182.6,0.2,2182.6,7011.6,2935.1,0.087,0.832
MUM_000997,Borivali / Dahisar Subway,19.255077,72.872934,0.25,20.11,1.82,0.4,2426.7,0.2,2455.3,6958.0,3412.5,0.058,0.793
MUM_000998,Borivali / Dahisar Subway,19.259592,72.872876,0.25,21.18,1.28,0.4,2051.3,0.2,2728.0,6904.5,3895.6,0.039,0.781
MUM_000999,Borivali / Dahisar Subway,19.264108,72.872818,0.25,17.87,1.38,0.4,1739.9,0.6,3000.7,6851.0,4382.5,0.026,0.719
MUM_001000,Borivali / Dahisar Subway,19.268623,72.872759,0.25,18.49,2.07,0.4,1531.9,0.95,3273.9,6797.4,4872.1,0.017,0.783
MUM_001001,Borivali / Dahisar Subway,19.273139,72.872701,0.25,9.73,3.32,0.4,1471.7,1.05,3578.1,6698.6,5363.5,0.011,0.801
MUM_001002,Borivali / Dahisar Subway,19.277447,72.872837,0.25,7.85,1.72,0.4,1576.5,0.87,3922.7,6599.1,5798.6,0.008,0.817
MUM_001003,Mumbai Central,,,0.25,16.78,3.19,0.4,1817.9,0.47,4297.9,6499.6,6190.7,0.006,0.702
MUM_001004,Mumbai Central,,,0.25,20.25,1.91,0.4,2150.4,0.2,4696.4,6400.2,6597.3,0.004,0.788
MUM_001005,Sion / King's Circle,19.02049,72.880521,0.25,3.6,0.96,0.85,2538.4,0.2,5112.8,6300.7,7016.1,0.003,0.843
MUM_001006,Sion / King's Circle,19.024833,72.880631,0.25,3.59,1.44,0.85,2960.2,0.2,5543.1,6201.2,7444.8,0.002,0.83
MUM_001007,Sion / King's Circle,19.029349,72.880574,0.25,5.41,1.11,0.85,3403.2,0.2,5984.1,6101.7,7882.0,0.001,0.841
MUM_001008,Sion / King's Circle,19.033865,72.880516,0.25,4.37,0.93,0.85,3050.8,0.2,6433.9,6002.2,7834.2,0.001,0.89
MUM_001009,Sion / King's Circle,19.03838,72.880459,0.25,4.91,1.35,0.85,2565.7,0.2,6890.5,5902.8,7350.4,0.002,0.847
MUM_001010,Sion / King's Circle,19.042896,72.880402,0.25,3.77,1.28,0.85,2080.6,0.2,7352.8,5788.6,6868.8,0.003,0.825
MUM_001011,Bandra Kurla Complex (BKC),19.047412,72.880344,0.25,5.53,1.3,0.85,1595.6,0.84,7819.7,5605.2,6390.1,0.005,0.855
MUM_001012,Bandra Kurla Complex (BKC),19.051927,72.880287,0.25,4.84,1.41,0.85,1112.7,1.65,8290.5,5421.8,5914.8,0.007,0.865
MUM_001013,Bandra Kurla Complex (BKC),19.056443,72.88023,0.25,5.44,0.95,0.85,654.0,2.41,8764.5,5238.4,5444.1,0.011,0.881
MUM_001014,Kurla West / LBS Marg,19.060959,72.880172,0.25,5.0,1.21,0.85,342.4,2.93,9241.3,5055.0,4979.0,0.016,0.902
MUM_001015,Kurla West / LBS Marg,19.065475,72.880115,0.25,4.99,1.35,0.85,553.9,2.58,9720.4,4871.7,4521.4,0.023,0.905
MUM_001016,Kurla West / LBS Marg,19.06999,72.880057,0.25,5.42,1.46,0.85,998.2,1.84,10201.5,4688.3,4073.8,0.034,0.872
MUM_001017,Kurla West / LBS Marg,19.074506,72.88,0.25,3.59,0.96,0.85,1478.5,1.04,10684.3,4504.9,3639.8,0.048,0.833
MUM_001018,Kurla West / LBS Marg,19.079022,72.879942,0.25,6.09,1.03,0.85,1968.6,0.22,11168.7,4321.5,3225.0,0.068,0.884
MUM_001019,Kurla West / LBS Marg,19.083537,72.879885,0.25,6.2,1.22,0.85,1645.0,0.76,11654.4,4110.0,2837.8,0.094,0.85
MUM_001020,Kurla West / LBS Marg,19.088053,72.879827,0.25,3.94,1.18,0.85,1151.5,1.58,12141.2,3706.7,2491.1,0.125,0.878
MUM_001021,Saki Naka / Andheri East,19.092569,72.87977,0.25,18.79,3.94,0.4,658.0,2.4,12629.1,3303.4,2204.2,0.159,0.753
MUM_001022,Saki Naka / Andheri East,19.097084,72.879712,0.25,12.07,3.99,0.4,164.5,3.23,13117.8,2900.2,2002.7,0.188,0.729
MUM_001023,Saki Naka / Andheri East,19.1016,72.879655,0.25,16.93,1.47,0.4,329.0,2.95,13607.4,2496.9,1914.0,0.203,0.722
MUM_001024,Saki Naka / Andheri East,19.106116,72.879597,0.25,14.0,3.21,0.4,822.4,2.13,14097.7,2093.7,1953.5,0.196,0.782
MUM_001025,Saki Naka / Andheri East,19.110631,72.87954,0.25,13.09,2.6,0.4,1315.9,1.31,14588.7,1690.4,2113.9,0.172,0.803
MUM_001026,Saki Naka / Andheri East,19.115147,72.879482,0.25,13.15,1.47,0.4,1809.4,0.48,15080.3,1287.2,2370.9,0.139,0.802
MUM_001027,Saki Naka / Andheri East,19.119663,72.879425,0.25,15.14,1.9,0.4,2302.9,0.2,15572.4,883.9,2697.0,0.106,0.764
MUM_001028,Saki Naka / Andheri East,19.124178,72.879367,0.25,14.94,3.05,0.4,2796.4,0.2,16065.0,480.7,3070.2,0.077,0.828
MUM_001029,Saki Naka / Andheri East,19.128694,72.879309,0.1724,20.0,1.24,0.4,3221.8,0.2,16489.9,153.1,3448.4,0.056,0.796
MUM_001030,Jogeshwari / JVLR,19.13321,72.879252,0.0624,20.93,3.87,0.4,2964.3,0.2,4869.7,81.9,2917.4,0.088,0.785
MUM_001031,Jogeshwari / JVLR,19.137725,72.879194,0.2464,18.79,3.04,0.4,2853.4,0.2,4749.9,295.9,2888.3,0.09,0.722
MUM_001032,Jogeshwari / JVLR,19.142241,72.879136,0.25,11.52,2.93,0.4,2633.6,0.2,4459.2,687.6,2565.8,0.118,0.807
MUM_001033,Jogeshwari / JVLR,19.146757,72.879079,0.25,11.46,3.22,0.4,2490.9,0.2,4163.9,1083.9,2077.1,0.177,0.8
MUM_001034,Jogeshwari / JVLR,19.151272,72.879021,0.25,7.72,3.82,0.4,2444.0,0.2,3868.6,1480.2,1595.4,0.265,0.762
MUM_001035,Jogeshwari / JVLR,19.155788,72.878963,0.25,18.94,2.65,0.4,2498.3,0.2,3573.3,1876.5,1129.7,0.39,0.787
MUM_001036,Jogeshwari / JVLR,19.160304,72.878905,0.25,14.63,1.78,0.4,2647.7,0.2,3278.0,2272.8,712.3,0.552,0.801
MUM_001037,Jogeshwari / JVLR,19.164819,72.878848,0.25,10.63,3.63,0.4,2877.3,0.2,2982.8,2669.1,488.2,0.666,0.712
MUM_001038,Goregaon West,19.169335,72.87879,0.25,21.16,2.78,0.4,2687.6,0.2,2687.6,3065.4,685.1,0.565,0.814
MUM_001039,Goregaon West,19.173851,72.878732,0.25,9.64,3.07,0.4,2392.3,0.2,2392.3,3458.2,1095.6,0.401,0.826
MUM_001040,Goregaon West,19.178366,72.878674,0.25,9.88,2.98,0.4,2097.1,0.2,2097.1,3718.8,928.8,0.461,0.739
MUM_001041,Malad West,19.182882,72.878616,0.25,11.9,2.03,0.4,1801.9,0.5,1801.9,3979.3,898.0,0.473,0.726
MUM_001042,Malad West,19.187398,72.878558,0.25,8.9,1.42,0.4,1506.7,0.99,1506.7,4239.8,1118.1,0.394,0.753
MUM_001043,Malad West,19.191913,72.878501,0.25,19.64,3.17,0.4,1212.8,1.48,1212.8,4500.3,1481.1,0.291,0.743
MUM_001044,Malad West,19.196429,72.878443,0.25,7.12,3.04,0.4,982.9,1.86,982.9,4760.8,1907.2,0.204,0.752
MUM_001045,Malad West,19.200945,72.878385,0.25,20.52,1.88,0.4,762.8,2.23,762.8,5021.3,2262.6,0.152,0.751
MUM_001046,Kandivali West,19.20546,72.878327,0.25,12.42,1.64,0.4,542.7,2.6,542.7,5281.9,1774.7,0.228,0.733
MUM_001047,Kandivali West,19.209976,72.878269,0.25,7.55,2.61,0.4,322.6,2.96,322.6,5542.4,1296.3,0.34,0.725
MUM_001048,Kandivali West,19.214491,72.878211,0.25,17.88,2.43,0.4,102.5,3.33,102.5,5800.7,843.1,0.495,0.748
MUM_001049,Borivali / Dahisar Subway,19.219007,72.878153,0.25,10.03,1.7,0.4,127.4,3.29,127.4,5957.3,491.4,0.664,0.729
MUM_001050,Borivali / Dahisar Subway,19.223523,72.878095,0.25,16.85,1.71,0.4,400.0,2.83,400.0,6113.9,521.6,0.647,0.769
MUM_001051,Borivali / Dahisar Subway,19.228038,72.878037,0.25,21.03,3.71,0.4,672.7,2.38,672.7,6270.6,895.9,0.474,0.814
MUM_001052,Borivali / Dahisar Subway,19.232554,72.877979,0.25,10.23,2.96,0.4,945.4,1.92,945.4,6427.2,1354.0,0.324,0.811
MUM_001053,Borivali / Dahisar Subway,19.237069,72.877921,0.25,8.9,2.32,0.4,1218.1,1.47,1218.1,6583.8,1834.1,0.217,0.702
MUM_001054,Borivali / Dahisar Subway,19.241585,72.877863,0.25,12.38,3.97,0.4,1490.8,1.02,1490.8,6740.4,2322.6,0.144,0.731
MUM_001055,Borivali / Dahisar Subway,19.246101,72.877805,0.25,16.77,3.44,0.4,1763.5,0.56,1763.5,6897.0,2815.1,0.096,0.713
MUM_001056,Borivali / Dahisar Subway,19.250616,72.877747,0.25,7.74,3.93,0.4,2036.2,0.2,2036.2,7053.6,3309.9,0.063,0.743
MUM_001057,Borivali / Dahisar Subway,19.255132,72.877689,0.25,8.99,2.81,0.4,2308.9,0.2,2308.9,7210.3,3806.1,0.042,0.805
MUM_001058,Borivali / Dahisar Subway,19.259647,72.877631,0.25,10.53,3.04,0.4,2178.9,0.2,2581.6,7348.1,4303.1,0.028,0.768
MUM_001059,Borivali / Dahisar Subway,19.264163,72.877572,0.25,16.0,3.88,0.4,2016.6,0.2,2873.5,7288.1,4800.8,0.018,0.734
MUM_001060,Borivali / Dahisar Subway,19.268679,72.877514,0.25,7.63,1.42,0.4,1971.3,0.21,3215.8,7188.6,5298.9,0.012,0.763
MUM_001061,Borivali / Dahisar Subway,19.273194,72.877456,0.25,16.65,1.49,0.4,2050.7,0.2,3595.3,7089.1,5797.3,0.008,0.752
MUM_001062,Borivali / Dahisar Subway,19.27771,72.877398,0.25,10.11,3.01,0.4,2241.6,0.2,4001.3,6989.6,6296.0,0.005,0.724
MUM_001063,Borivali / Dahisar Subway,19.281671,72.877761,0.25,16.91,2.19,0.4,2518.8,0.2,4426.6,6890.2,6794.8,0.003,0.793
MUM_001064,Mumbai Central,,,0.25,12.37,2.72,0.4,2857.2,0.2,4866.1,6790.7,7293.3,0.002,0.705
MUM_001065,Sion / King's Circle,19.021684,72.88432,0.25,6.18,0.77,0.85,3237.7,0.2,5316.4,6691.2,7706.7,0.002,0.878
MUM_001066,Sion / King's Circle,19.024917,72.885348,0.25,5.07,0.59,0.85,3647.2,0.2,5774.8,6591.7,8129.8,0.001,0.832
MUM_001067,Sion / King's Circle,19.029403,72.885322,0.25,5.72,0.62,0.85,3172.8,0.2,6239.6,6492.2,7971.0,0.001,0.864
MUM_001068,Sion / King's Circle,19.033919,72.885265,0.25,3.6,1.2,0.85,2693.8,0.2,6709.5,6392.8,7495.9,0.002,0.845
MUM_001069,Sion / King's Circle,19.038435,72.885207,0.25,4.8,0.93,0.85,2224.0,0.2,7183.4,6253.8,7024.4,0.003,0.849
